psmid|articleid|assetid|counter
cho_book_1943_jordan_000_0000|14|WVJDEM734579547|1
cho_bcrc_1938_0000_001_0000|50|UISYYG391512051|1
cho_bcrc_1945_0001_000_0000|41|CEAKEF792767051|1
cho_binx_1927_0003_000_0000|27|QDTKTL916178651|1
cho_binx_1931-1932_0008_000_0000|139|RIJLIS640075592|1
cho_binx_1940_0017_001_0000|55|YKWUSE628421894|1
cho_binx_1940_0017_001_0000|56|NWIJQO699871481|1
cho_binx_1931-1932_0008_000_0000|14|DLFDNS948051187|1
cho_binx_1940_0017_001_0000|57|ASFVAB320504611|1
cho_binx_1940_0017_001_0000|58|BODSNY375025810|1
cho_binx_1927_0003_000_0000|28|CDNKZL009807793|1
cho_binx_1931-1932_0008_000_0000|140|PKDCKI014608527|1
cho_binx_1940_0017_001_0000|59|UCNXSN935276241|1
cho_binx_1940_0017_001_0000|6|MHYDQC069411976|1
cho_binx_1931-1932_0008_000_0000|141|TYNXJF243672339|1
cho_binx_1940_0017_001_0000|60|RULAYA271870657|1
cho_binx_1940_0017_001_0000|61|XAWDRK224828247|1
cho_bcrc_1945_0001_000_0000|42|JARSTV882849384|1
cho_binx_1927_0003_000_0000|29|AAFCOJ151726650|1
cho_binx_1931-1932_0008_000_0000|142|TBNUYM024681127|1
cho_binx_1940_0017_001_0000|62|YHTXTT779646771|1
cho_binx_1940_0017_001_0000|63|WIUNQR841628170|1
cho_binx_1931-1932_0008_000_0000|143|YZPKUK199329245|1
cho_binx_1940_0017_001_0000|64|BBMTBZ869294586|1
cho_binx_1940_0017_001_0000|65|OCZCDC790116108|1
cho_binx_1927_0003_000_0000|3|HBSDUM771211902|1
cho_binx_1931-1932_0008_000_0000|144|WZWQZD948899224|1
cho_binx_1940_0017_001_0000|66|NEXGUJ923472187|1
cho_binx_1940_0017_001_0000|67|CQKFBC749897410|1
cho_binx_1931-1932_0008_000_0000|145|UAXRDW602787467|1
cho_binx_1940_0017_001_0000|68|HYOJFB050882375|1
cho_binx_1940_0017_001_0000|69|ZXGLLM273058997|1
cho_bcrc_1937_cleeve_001_0000|54|ICLUOX208338150|1
cho_bcrc_1938_0000_001_0000|51|FPUJZK960550886|1
cho_bcrc_1945_0001_000_0000|43|BEWYDL326406163|1
cho_binx_1927_0003_000_0000|30|CIXHYH337119831|1
cho_binx_1931-1932_0008_000_0000|146|IFIGLA274259100|1
cho_binx_1940_0017_001_0000|70|MAGZMV192984975|1
cho_binx_1931-1932_0008_000_0000|147|PDWUQW472618777|1
cho_binx_1940_0017_001_0000|71|IRSDTK346749281|1
cho_binx_1940_0017_001_0000|72|CNCUPE691364698|1
cho_binx_1927_0003_000_0000|31|ZNZZWI042142486|1
cho_binx_1931-1932_0008_000_0000|148|NWDDLP601191024|1
cho_binx_1940_0017_001_0000|73|TDEMGV820357577|1
cho_binx_1940_0017_001_0000|74|YIPBTR289566293|1
cho_binx_1931-1932_0008_000_0000|149|IIVKUO941323918|1
cho_binx_1940_0017_001_0000|75|RQXMWC776810187|1
cho_binx_1940_0017_001_0000|76|ELBWWJ119867272|1
cho_bcrc_1945_0001_000_0000|44|CAZICZ952448667|1
cho_binx_1927_0003_000_0000|32|IATEXT211376317|1
cho_binx_1931-1932_0008_000_0000|15|QZDPFG179863446|1
cho_binx_1940_0017_001_0000|77|CWRBJG071671966|1
cho_binx_1940_0017_001_0000|78|LRNKAU059441878|1
cho_binx_1931-1932_0008_000_0000|150|GAGFQY567962039|1
cho_binx_1940_0017_001_0000|79|FPNUVC420102773|1
cho_binx_1940_0017_001_0000|8|QXELNG836365375|1
cho_binx_1927_0003_000_0000|33|FRDWVC464364045|1
cho_binx_1931-1932_0008_000_0000|151|JQTXYT943679829|1
cho_binx_1940_0017_001_0000|80|LSBFZE988915656|1
cho_binx_1940_0017_001_0000|81|EFVMDS512767490|1
cho_binx_1931-1932_0008_000_0000|152|DZTSSH213802914|1
cho_binx_1940_0017_001_0000|82|VPHLXI971709187|1
cho_binx_1940_0017_001_0000|83|JSNDPF321164134|1
cho_book_1943_hailey_000_0000|2|UQBXJE293239922|1
cho_bcrc_1933_0004_000_0000|3|MSBAOV691066757|1
cho_bcrc_1938_0000_001_0000|52|PQRPOT194473723|1
cho_bcrc_1945_0001_000_0000|45|SNEBJX026039686|1
cho_binx_1927_0003_000_0000|34|RZQCYB395541945|1
cho_binx_1931-1932_0008_000_0000|153|PXZUUT464015353|1
cho_binx_1940_0017_001_0000|84|AKPRYW262245707|1
cho_binx_1940_0017_001_0000|85|GKZKEH635630282|1
cho_binx_1931-1932_0008_000_0000|154|SARZGC158105358|1
cho_binx_1940_0017_001_0000|86|WUAXTG592722198|1
cho_binx_1940_0017_001_0000|87|ZOKTRN280981513|1
cho_binx_1927_0003_000_0000|35|EXXPKU266644545|1
cho_binx_1931-1932_0008_000_0000|155|KVOBFB300540412|1
cho_binx_1940_0017_001_0000|88|YEHBHM428499162|1
cho_binx_1940_0017_001_0000|89|ZNTZKG895032831|1
cho_binx_1931-1932_0008_000_0000|156|RPTRPG476761832|1
cho_binx_1940_0017_001_0000|9|HYPDDC902735389|1
cho_binx_1940_0017_001_0000|90|IOMRPK737943386|1
cho_bcrc_1945_0001_000_0000|46|NJAPTA836882049|1
cho_binx_1927_0003_000_0000|36|PCMMLW593853604|1
cho_binx_1931-1932_0008_000_0000|157|YZPEKA263528355|1
cho_binx_1940_0017_001_0000|91|BMGWON583336284|1
cho_binx_1940_0017_001_0000|92|PVVRZJ555830143|1
cho_binx_1931-1932_0008_000_0000|158|OUMEDP212948928|1
cho_binx_1940_0017_001_0000|93|VTVUCN989450473|1
cho_binx_1940_0017_001_0000|94|PWMNWA807003099|1
cho_binx_1927_0003_000_0000|37|PHSYJM959648378|1
cho_binx_1931-1932_0008_000_0000|159|IHOJTW675847766|1
cho_binx_1940_0017_001_0000|95|GRKUJM166209918|1
cho_binx_1940_0017_001_0000|96|VBQGSS571245565|1
cho_binx_1931-1932_0008_000_0000|16|LBPWNL895827716|1
cho_binx_1940_0017_001_0000|97|MIWCKI830612887|1
cho_binx_1940_0017_001_0000|98|DJTRZX365526864|1
cho_bcrc_1937_cleeve_001_0000|55|ETGDFW458128248|1
cho_bcrc_1938_0000_001_0000|53|KSEGOT727399222|1
cho_binx_1927_0003_000_0000|38|ZSXAIG683196149|1
cho_binx_1931-1932_0008_000_0000|160|BGWRVG538883144|1
cho_binx_1940_0017_001_0000|99|GJTBQO334784492|1
cho_binx_1941_0018_001_0000|1|MRFILW254651579|1
cho_binx_1931-1932_0008_000_0000|161|RUWFTY909568385|1
cho_binx_1941_0018_001_0000|10|LLJUCX323133891|1
cho_binx_1941_0018_001_0000|100|PZHXBT510258040|1
cho_bcrc_1945_0001_000_0000|47|XMQHUH427827880|1
cho_binx_1927_0003_000_0000|39|FMWDBV330786276|1
cho_binx_1941_0018_001_0000|101|ZSIYYX557165156|1
cho_binx_1941_0018_001_0000|102|GHUITN640033198|1
cho_binx_1931-1932_0008_000_0000|163|ZVFZMW958014891|1
cho_binx_1941_0018_001_0000|103|VWDDCG389223329|1
cho_binx_1941_0018_001_0000|104|RTBMKJ181863782|1
cho_bcrc_1945_0001_000_0000|48|ROTFLW927142141|1
cho_binx_1927_0003_000_0000|4|JBPORB607893885|1
cho_binx_1931-1932_0008_000_0000|164|AQBHEZ606396690|1
cho_binx_1941_0018_001_0000|105|RZQOBY625667673|1
cho_binx_1941_0018_001_0000|106|NZJWQQ997147032|1
cho_binx_1931-1932_0008_000_0000|165|UYJWNY350689022|1
cho_binx_1941_0018_001_0000|107|ZNGXCV971652616|1
cho_binx_1941_0018_001_0000|108|SBEXQH234762322|1
cho_binx_1927_0003_000_0000|40|BBEMQK496145326|1
cho_binx_1931-1932_0008_000_0000|166|PAKORP903871622|1
cho_binx_1941_0018_001_0000|109|LHARGB242746352|1
cho_binx_1941_0018_001_0000|11|XBIXFP631632708|1
cho_binx_1931-1932_0008_000_0000|167|KYLAYP462993658|1
cho_binx_1941_0018_001_0000|110|UCGPZO317868673|1
cho_binx_1941_0018_001_0000|111|EKFSMY749722061|1
cho_bcrc_1933_0002_000_0000|8|AQPUFR075399787|1
cho_bcrc_1937_cleeve_001_0000|56|EWIHXT124529123|1
cho_bcrc_1938_0000_001_0000|54|NJLALQ091512095|1
cho_bcrc_1945_0001_000_0000|49|AFKGBR940252401|1
cho_binx_1927_0003_000_0000|41|WPJHJO750084551|1
cho_binx_1941_0018_001_0000|112|YQSFFW566151723|1
cho_binx_1941_0018_001_0000|113|MGFASH117257751|1
cho_binx_1931-1932_0008_000_0000|169|LQLOEE430968505|1
cho_binx_1941_0018_001_0000|114|LMYGPT865968046|1
cho_binx_1941_0018_001_0000|115|YVJTXS497295705|1
cho_binx_1927_0003_000_0000|42|JGQETZ365577135|1
cho_binx_1931-1932_0008_000_0000|17|AMTGTU020174236|1
cho_binx_1941_0018_001_0000|116|OIAEPK970812264|1
cho_binx_1941_0018_001_0000|117|LMSWQB466532387|1
cho_binx_1931-1932_0008_000_0000|170|GMXDCJ652205457|1
cho_binx_1941_0018_001_0000|118|MRWTSY550281477|1
cho_binx_1941_0018_001_0000|119|AIGVTF261460030|1
cho_bcrc_1945_0001_000_0000|5|DFFTAB801667021|1
cho_binx_1927_0003_000_0000|43|PYVVIZ416399946|1
cho_binx_1931-1932_0008_000_0000|171|ZUPFMA860178797|1
cho_binx_1941_0018_001_0000|12|RCIKXY748208664|1
cho_binx_1941_0018_001_0000|120|SNCCUE560223890|1
cho_binx_1931-1932_0008_000_0000|18|DVYOZR361305563|1
cho_binx_1941_0018_001_0000|121|NTPIHG023020447|1
cho_binx_1941_0018_001_0000|122|YBZXTU297280475|1
cho_binx_1927_0003_000_0000|44|DQNECX057144113|1
cho_binx_1931-1932_0008_000_0000|19|ODCAJW807841850|1
cho_binx_1941_0018_001_0000|123|ZTRUMA965703047|1
cho_binx_1941_0018_001_0000|124|SVENCQ359413942|1
cho_binx_1931-1932_0008_000_0000|2|VGMLFE383120331|1
cho_binx_1941_0018_001_0000|125|TBBKUB308381878|1
cho_binx_1941_0018_001_0000|126|WLPINV063556252|1
cho_bcrc_1938_0000_001_0000|55|TUOKGR375081014|1
cho_bcrc_1945_0001_000_0000|50|KHXWJR339468857|1
cho_binx_1927_0003_000_0000|45|ATZQDS110998499|1
cho_binx_1931-1932_0008_000_0000|20|DFEZGT890247792|1
cho_binx_1941_0018_001_0000|127|KTOGRF413484978|1
cho_binx_1941_0018_001_0000|128|VNEPEP413990838|1
cho_binx_1931-1932_0008_000_0000|21|EGGNWD966253253|1
cho_binx_1941_0018_001_0000|129|WUCLVI436797899|1
cho_binx_1941_0018_001_0000|13|ETYKCQ008439847|1
cho_binx_1927_0003_000_0000|46|YXBTOK807698782|1
cho_binx_1931-1932_0008_000_0000|22|VJUZKM822833423|1
cho_binx_1941_0018_001_0000|130|COTHAM574688122|1
cho_binx_1941_0018_001_0000|131|VXOUGF339849673|1
cho_binx_1931-1932_0008_000_0000|23|TXNODX434430896|1
cho_binx_1941_0018_001_0000|132|JFOROO635281492|1
cho_binx_1941_0018_001_0000|133|TJKJHS475193611|1
cho_bcrc_1945_0001_000_0000|51|EKQDDT842125913|1
cho_binx_1927_0003_000_0000|47|THCBKE868265074|1
cho_binx_1931-1932_0008_000_0000|24|EDMGZG683064604|1
cho_binx_1941_0018_001_0000|134|XNVTBB509540125|1
cho_binx_1942_0019_000_0000|53|TYBIQX934160563|1
cho_binx_1942_0019_000_0000|52|MQVNYY450683156|1
cho_binx_1942_0019_000_0000|51|HMHDXU322350877|1
cho_binx_1942_0019_000_0000|50|XERFOO763582989|1
cho_binx_1942_0019_000_0000|5|BTEUPS231698644|1
cho_binx_1942_0019_000_0000|49|DXBGGQ696299149|1
cho_binx_1942_0019_000_0000|48|TQNXUQ306125168|1
cho_binx_1932-1933_0009_000_0000|54|PIECXS019149651|1
cho_binx_1942_0019_000_0000|46|KGCZCS902535598|1
cho_binx_1942_0019_000_0000|45|KGPJGD230786376|1
cho_binx_1942_0019_000_0000|44|QUQXVB701797265|1
cho_binx_1942_0019_000_0000|43|IQPFNI013833237|1
cho_binx_1942_0019_000_0000|42|AYCYKK559745385|1
cho_binx_1942_0019_000_0000|41|UKVMAD776749005|1
cho_binx_1942_0019_000_0000|40|URSHWV035614786|1
cho_binx_1942_0019_000_0000|4|SNIPKM645101654|1
cho_binx_1942_0019_000_0000|39|RETJNO249010899|1
cho_binx_1942_0019_000_0000|38|NGSPPK083283387|1
cho_binx_1942_0019_000_0000|37|WIOKOK150964944|1
cho_binx_1942_0019_000_0000|36|RYZKFD403156548|1
cho_binx_1942_0019_000_0000|35|UPIVPB703566389|1
cho_binx_1942_0019_000_0000|34|WEMUUX455430802|1
cho_binx_1942_0019_000_0000|33|IVIPPT326747163|1
cho_binx_1942_0019_000_0000|32|BJERLC190736822|1
cho_binx_1942_0019_000_0000|31|YAPZBC393535971|1
cho_binx_1942_0019_000_0000|30|ALBDER969876405|1
cho_binx_1942_0019_000_0000|3|NVBYWE748201332|1
cho_binx_1942_0019_000_0000|29|OVCOPQ830358479|1
cho_binx_1942_0019_000_0000|28|YUBCXG784887932|1
cho_binx_1942_0019_000_0000|27|TZOJCA272477070|1
cho_binx_1942_0019_000_0000|26|JXDZMD732213580|1
cho_binx_1942_0019_000_0000|25|EKUHFJ831766723|1
cho_binx_1942_0019_000_0000|24|VBLBEL401823559|1
cho_binx_1942_0019_000_0000|23|QGZJPA740493887|1
cho_binx_1942_0019_000_0000|22|KKQMWD385938177|1
cho_binx_1942_0019_000_0000|216|SLYEZH554117920|1
cho_binx_1942_0019_000_0000|215|YADNUQ874732825|1
cho_binx_1942_0019_000_0000|214|HMDOFK980505292|1
cho_binx_1942_0019_000_0000|213|HDYTXS798769880|1
cho_binx_1942_0019_000_0000|212|RWVWYB480756762|1
cho_binx_1942_0019_000_0000|211|JBVEKB974910296|1
cho_binx_1942_0019_000_0000|210|WXMRDJ131374143|1
cho_binx_1942_0019_000_0000|21|VEXFBK154181295|1
cho_binx_1942_0019_000_0000|209|KGHFVR806870266|1
cho_binx_1942_0019_000_0000|208|ACWEKI451969333|1
cho_binx_1942_0019_000_0000|207|TGKAVF444193027|1
cho_binx_1942_0019_000_0000|206|VTESRR549619173|1
cho_binx_1942_0019_000_0000|205|GCLBRX653283968|1
cho_binx_1942_0019_000_0000|204|KKVCTO695870608|1
cho_binx_1942_0019_000_0000|203|ILAXKL351819202|1
cho_binx_1942_0019_000_0000|202|JZWFZA794910771|1
cho_binx_1942_0019_000_0000|201|YUWLWB796936795|1
cho_binx_1942_0019_000_0000|200|ZUHUSH483599988|1
cho_binx_1942_0019_000_0000|20|KZZLJR988220360|1
cho_binx_1942_0019_000_0000|2|SOGDQR471528434|1
cho_binx_1942_0019_000_0000|199|GNCEVZ249245134|1
cho_binx_1942_0019_000_0000|198|IACXEE461531968|1
cho_binx_1942_0019_000_0000|197|CVHXNZ339032233|1
cho_binx_1942_0019_000_0000|196|YMEJMS891422625|1
cho_binx_1942_0019_000_0000|195|VBCAFX839701972|1
cho_binx_1942_0019_000_0000|194|LDLYWQ268140345|1
cho_binx_1942_0019_000_0000|193|ARNCAF508660149|1
cho_binx_1942_0019_000_0000|192|AMSCJT849635920|1
cho_binx_1942_0019_000_0000|191|RKKZWZ994449487|1
cho_binx_1942_0019_000_0000|190|YPNTVW762580041|1
cho_binx_1942_0019_000_0000|19|GGVWRC212046061|1
cho_binx_1942_0019_000_0000|189|MMOFLU342336859|1
cho_binx_1942_0019_000_0000|188|JHATES129550370|1
cho_binx_1942_0019_000_0000|187|RHNDGZ547505910|1
cho_binx_1942_0019_000_0000|186|NTZZJT887729649|1
cho_binx_1942_0019_000_0000|185|UYYTYW771928982|1
cho_binx_1942_0019_000_0000|184|QXREBU370878585|1
cho_binx_1942_0019_000_0000|183|GRNSCY285436157|1
cho_binx_1942_0019_000_0000|182|DOEROQ588455150|1
cho_binx_1942_0019_000_0000|181|YVWRYS499957163|1
cho_binx_1942_0019_000_0000|180|ENSIFE037453327|1
cho_binx_1942_0019_000_0000|18|YXTJCQ747823184|1
cho_binx_1942_0019_000_0000|179|OMIOLT235223635|1
cho_binx_1942_0019_000_0000|178|GEPUKF311157499|1
cho_binx_1942_0019_000_0000|177|ZCBPDK987296624|1
cho_binx_1942_0019_000_0000|176|FSGLQR522923782|1
cho_binx_1942_0019_000_0000|175|GKQLRI800400233|1
cho_binx_1942_0019_000_0000|174|BPMQNP040425284|1
cho_binx_1942_0019_000_0000|173|HPUURO189244692|1
cho_binx_1942_0019_000_0000|172|GBXXVP960638979|1
cho_binx_1942_0019_000_0000|171|BDRWKI893583195|1
cho_binx_1942_0019_000_0000|170|VKPKYZ539848594|1
cho_binx_1942_0019_000_0000|17|WWRNRX760343733|1
cho_binx_1942_0019_000_0000|169|YXKFTP803272809|1
cho_binx_1942_0019_000_0000|168|CQUDPE387003430|1
cho_binx_1942_0019_000_0000|167|HUGEZS698223574|1
cho_binx_1942_0019_000_0000|166|OICAQG980902133|1
cho_binx_1942_0019_000_0000|165|TXHCOO875298640|1
cho_binx_1942_0019_000_0000|164|KZZPXB096462152|1
cho_binx_1942_0019_000_0000|163|UWXDZM974070004|1
cho_binx_1942_0019_000_0000|162|QCBUWG084613310|1
cho_binx_1942_0019_000_0000|161|IAETBB205948489|1
cho_binx_1942_0019_000_0000|160|HNNWWY365873237|1
cho_binx_1942_0019_000_0000|16|YGLIYH688123138|1
cho_binx_1942_0019_000_0000|159|RAOBJP269341525|1
cho_binx_1942_0019_000_0000|158|LGQBNS508842463|1
cho_binx_1942_0019_000_0000|157|EAIQVP327995905|1
cho_binx_1942_0019_000_0000|156|WJYJOK041441909|1
cho_binx_1942_0019_000_0000|155|UTIPKC170345164|1
cho_binx_1942_0019_000_0000|154|RNKMZB080752431|1
cho_binx_1942_0019_000_0000|153|GEKIUL727846379|1
cho_binx_1942_0019_000_0000|152|IVYRVW016519261|1
cho_binx_1942_0019_000_0000|151|SBYGOK723066732|1
cho_binx_1942_0019_000_0000|150|CTZORV654838086|1
cho_binx_1942_0019_000_0000|15|GMFEOU720116921|1
cho_binx_1942_0019_000_0000|149|TOWZGA821059852|1
cho_binx_1942_0019_000_0000|148|LECGHD455829054|1
cho_binx_1942_0019_000_0000|147|VZMHKH498903643|1
cho_binx_1942_0019_000_0000|146|RMOMBG892755798|1
cho_binx_1942_0019_000_0000|145|WGMHDJ007816019|1
cho_binx_1942_0019_000_0000|144|VAIDAZ444329622|1
cho_binx_1942_0019_000_0000|143|EMXREU269593186|1
cho_binx_1942_0019_000_0000|142|RUMEUX295034165|1
cho_binx_1942_0019_000_0000|141|VJHNDZ658325552|1
cho_binx_1942_0019_000_0000|140|MLVDKY326158057|1
cho_binx_1942_0019_000_0000|14|WXEODU691848416|1
cho_binx_1942_0019_000_0000|139|OUZDJA648126759|1
cho_binx_1942_0019_000_0000|138|ZQODHO614266632|1
cho_binx_1942_0019_000_0000|137|SJBTHG810006527|1
cho_binx_1942_0019_000_0000|136|VMIEEJ405026100|1
cho_binx_1942_0019_000_0000|135|CUNBGQ678766838|1
cho_binx_1942_0019_000_0000|134|FKCHSA582350834|1
cho_binx_1942_0019_000_0000|133|UNRWHE171693853|1
cho_binx_1942_0019_000_0000|132|BDYNXM080463663|1
cho_binx_1942_0019_000_0000|131|FDFXRJ169870590|1
cho_binx_1942_0019_000_0000|130|VXNMEY243212306|1
cho_binx_1942_0019_000_0000|13|SHFQJA964605524|1
cho_binx_1942_0019_000_0000|129|FZQWGD175116543|1
cho_binx_1942_0019_000_0000|128|CUFNKX838314520|1
cho_binx_1942_0019_000_0000|127|GNTKGP650847079|1
cho_binx_1942_0019_000_0000|126|DHBVDM343953863|1
cho_binx_1942_0019_000_0000|125|ZRXTQU437772418|1
cho_binx_1942_0019_000_0000|124|QJQZKH969866697|1
cho_binx_1932-1933_0009_000_0000|138|AVUOMB135030960|1
cho_binx_1942_0019_000_0000|122|AQXPQG295184221|1
cho_binx_1942_0019_000_0000|121|JTTRHD473118459|1
cho_binx_1942_0019_000_0000|120|AOSSYL943611214|1
cho_binx_1942_0019_000_0000|12|KHMXUU283006767|1
cho_binx_1942_0019_000_0000|119|HKCPSC674031927|1
cho_binx_1942_0019_000_0000|118|NMAQWJ113039248|1
cho_binx_1942_0019_000_0000|117|KBXEZJ833992614|1
cho_binx_1942_0019_000_0000|116|HHCVQW162589366|1
cho_binx_1942_0019_000_0000|115|YVLYSE676957564|1
cho_binx_1942_0019_000_0000|114|YPEVOC789299872|1
cho_binx_1942_0019_000_0000|113|ZWWDNN543815245|1
cho_binx_1942_0019_000_0000|112|DRKUFX578377701|1
cho_binx_1942_0019_000_0000|111|BOXZYJ676741026|1
cho_binx_1942_0019_000_0000|110|OITMJG066624940|1
cho_binx_1942_0019_000_0000|11|NHZQHB689443426|1
cho_binx_1942_0019_000_0000|109|RODOOW539277049|1
cho_binx_1942_0019_000_0000|108|MAGHWK607059136|1
cho_binx_1932-1933_0009_000_0000|13|HIGUQZ392812042|1
cho_binx_1942_0019_000_0000|106|RUTNUA329770703|1
cho_binx_1942_0019_000_0000|105|RDTPNE043117943|1
cho_binx_1942_0019_000_0000|104|XQVIUF296647336|1
cho_binx_1942_0019_000_0000|103|MBCDMJ227093523|1
cho_binx_1942_0019_000_0000|102|FONFFI955964293|1
cho_binx_1942_0019_000_0000|101|HBEHNH865170639|1
cho_binx_1942_0019_000_0000|100|UXYXNH001733477|1
cho_binx_1942_0019_000_0000|10|NOHGUX976453682|1
cho_binx_1942_0019_000_0000|1|SMUVKE147143958|1
cho_binx_1941_0018_002_0000|99|PNGJHR520848668|1
cho_binx_1941_0018_002_0000|98|AKGEJA026896770|1
cho_binx_1941_0018_002_0000|97|KJPQKM616532939|1
cho_binx_1941_0018_002_0000|96|FQQFCY069495992|1
cho_binx_1941_0018_002_0000|95|ASDHMJ154687366|1
cho_binx_1941_0018_002_0000|94|IPNAHA906067191|1
cho_binx_1941_0018_002_0000|93|JPTWNO590823739|1
cho_binx_1941_0018_002_0000|92|SLNAQA279923734|1
cho_binx_1941_0018_002_0000|91|JPMPDA303487079|1
cho_binx_1941_0018_002_0000|90|AJUVLC814538869|1
cho_binx_1941_0018_002_0000|9|DZQTBS747937936|1
cho_binx_1941_0018_002_0000|89|WHZWLK643909923|1
cho_binx_1941_0018_002_0000|88|FSXJCH318658218|1
cho_binx_1941_0018_002_0000|87|JOAVDC754082343|1
cho_binx_1941_0018_002_0000|86|CQBALA472903005|1
cho_binx_1941_0018_002_0000|85|UHSHRZ340889953|1
cho_binx_1941_0018_002_0000|84|ESEJPG434728642|1
cho_binx_1941_0018_002_0000|83|GGGCBZ938254832|1
cho_binx_1941_0018_002_0000|82|BGADDN974820478|1
cho_binx_1941_0018_002_0000|81|EJCXMH893445121|1
cho_binx_1941_0018_002_0000|80|DKZZYX332110992|1
cho_binx_1941_0018_002_0000|8|GDLIQY237732714|1
cho_binx_1941_0018_002_0000|79|ZYOFWI466222855|1
cho_binx_1941_0018_002_0000|78|IWWRBP985533289|1
cho_binx_1941_0018_002_0000|77|SDYLAI512659351|1
cho_binx_1941_0018_002_0000|76|PQYCBV676843960|1
cho_binx_1941_0018_002_0000|75|ESMXAA654868427|1
cho_binx_1941_0018_002_0000|74|VLRSHI486095167|1
cho_binx_1941_0018_002_0000|73|BTVCGI170695927|1
cho_binx_1941_0018_002_0000|72|QWGJFG207111365|1
cho_binx_1941_0018_002_0000|71|MPOGMT329052109|1
cho_binx_1941_0018_002_0000|70|MCPJAD740073086|1
cho_binx_1941_0018_002_0000|7|JETGAX742877708|1
cho_binx_1941_0018_002_0000|69|EDDBTO269073596|1
cho_binx_1941_0018_002_0000|68|RWHSTK844231121|1
cho_binx_1941_0018_002_0000|67|OQOXUF508476057|1
cho_binx_1941_0018_002_0000|66|EUPZQP200589407|1
cho_binx_1941_0018_002_0000|65|FLEQJR891542303|1
cho_binx_1941_0018_002_0000|64|QSXLFL200888778|1
cho_binx_1941_0018_002_0000|63|TXGQIP831848157|1
cho_binx_1941_0018_002_0000|62|MBLBXV081213895|1
cho_binx_1941_0018_002_0000|61|TGKLVM994728533|1
cho_binx_1941_0018_002_0000|60|UQRQYY773583758|1
cho_binx_1941_0018_002_0000|6|UNKXSR835691437|1
cho_binx_1941_0018_002_0000|59|KHUQNL551695293|1
cho_binx_1941_0018_002_0000|58|KQJMGM619902532|1
cho_binx_1941_0018_002_0000|57|KJGUMR587706897|1
cho_binx_1941_0018_002_0000|56|PDWSOW753447470|1
cho_binx_1941_0018_002_0000|55|HGIRLB261699088|1
cho_binx_1941_0018_002_0000|54|TSDSFU288098398|1
cho_binx_1941_0018_002_0000|53|FDHXEE010884671|1
cho_binx_1941_0018_002_0000|52|WNWVHD619225676|1
cho_binx_1941_0018_002_0000|51|RJRJEA606896046|1
cho_binx_1941_0018_002_0000|50|VSZFTQ110594915|1
cho_binx_1941_0018_002_0000|5|JRAEPK755494557|1
cho_binx_1941_0018_002_0000|49|IPEWSA559508233|1
cho_binx_1941_0018_002_0000|48|QVHROV078501321|1
cho_binx_1941_0018_002_0000|47|AHANYV231722607|1
cho_binx_1941_0018_002_0000|46|DJXZJH499340390|1
cho_binx_1941_0018_002_0000|45|RYFIRE383113122|1
cho_binx_1941_0018_002_0000|44|QMACNR636077636|1
cho_binx_1941_0018_002_0000|43|SVNEKY046863922|1
cho_binx_1941_0018_002_0000|42|GTBDZJ565297914|1
cho_binx_1941_0018_002_0000|41|ILLMMF134643437|1
cho_binx_1941_0018_002_0000|40|TKSMNJ132424681|1
cho_binx_1941_0018_002_0000|4|LMKVQW219201771|1
cho_binx_1941_0018_002_0000|39|CZBUUL716443761|1
cho_binx_1941_0018_002_0000|38|GWDYYE185128775|1
cho_binx_1941_0018_002_0000|37|VPZNOC895066227|1
cho_binx_1941_0018_002_0000|36|QHMYVK040734479|1
cho_binx_1941_0018_002_0000|35|VGSLIJ140214076|1
cho_binx_1941_0018_002_0000|34|SJNVYT585191590|1
cho_binx_1941_0018_002_0000|33|MQAEKV895342424|1
cho_binx_1941_0018_002_0000|32|CEYQPE348248514|1
cho_binx_1941_0018_002_0000|31|DKBBSE315277197|1
cho_binx_1941_0018_002_0000|30|CSHAEB825049122|1
cho_binx_1941_0018_002_0000|3|PZKCCV667619334|1
cho_binx_1941_0018_002_0000|29|GMXVJE330262707|1
cho_binx_1941_0018_002_0000|28|UTEQXS430484303|1
cho_binx_1941_0018_002_0000|27|JLBRGI375368487|1
cho_binx_1941_0018_002_0000|26|NDEEUV293944160|1
cho_binx_1941_0018_002_0000|25|RNSOVM349650726|1
cho_binx_1941_0018_002_0000|24|BDJUIA726958530|1
cho_binx_1941_0018_002_0000|23|QJCAVW909133923|1
cho_binx_1941_0018_002_0000|22|MAFRRK931510674|1
cho_binx_1941_0018_002_0000|21|FNDYAR385169544|1
cho_binx_1941_0018_002_0000|20|UYLDUV839304993|1
cho_binx_1941_0018_002_0000|2|JPVRZW579417426|1
cho_binx_1941_0018_002_0000|19|PHZNPV292762902|1
cho_binx_1941_0018_002_0000|18|MROLDK591299301|1
cho_binx_1941_0018_002_0000|17|TDBBNM056087605|1
cho_binx_1941_0018_002_0000|16|FGSDNK999813637|1
cho_binx_1941_0018_002_0000|15|UFGFFA843047756|1
cho_binx_1941_0018_002_0000|14|WPKTBQ213105967|1
cho_binx_1941_0018_002_0000|131|EWOWFL573768006|1
cho_binx_1941_0018_002_0000|130|NWSFVN802271721|1
cho_binx_1941_0018_002_0000|13|WXNHLU869201430|1
cho_binx_1941_0018_002_0000|129|IIRYXN597796900|1
cho_binx_1941_0018_002_0000|128|HEZVZN988385430|1
