"psmid"|"early_articlesequence"|"latest_articlesequence"|"early_fulltitle"|"latest_fulltitle"|"early_aucomposed"|"latest_aucomposed"|"early_assetid"|"latest_assetid"|"atlashubuid"
"cho_diax_1956_0000_000_0000"|"288"|"288"|"2. Statement by Mr. Lennox-Boyd to Archbishop Makarios, 29 February 1956"|"4. Statement by Mr. Lennox-Boyd in the House of Commons on Lord Radcliffe's report on a constitution for Cyprus, 19 December 1956"|"Mr. Lennox-Boyd"|"Mr. Lennox-Boyd"|"PLASTU727068093"|"PLASTU727068093"|""
"cho_diax_1956_0000_000_0000"|"289"|"289"|"3. Communiqué issued by Sir John Harding on the deportation of Archbishop Makarios, 9 March 1956"|"D. North Africa"|"Sir John Harding"|""|"QKNKFM010180113"|"QKNKFM010180113"|""
"cho_diax_1956_0000_000_0000"|"290"|"290"|"4. Statement by Mr. Lennox-Boyd in the House of Commons on Lord Radcliffe's report on a constitution for Cyprus, 19 December 1956"|"1. Joint declaration by the Governments of France and Morocco on the independence of Morocco, and protocol, 2 March 1956"|"Mr. Lennox-Boyd"|""|"CLJPCG216417967"|"CLJPCG216417967"|""
"cho_diax_1956_0000_000_0000"|"299"|"299"|"4. Resolution of the Council of the Organization for European Economic Co-operation concerning liaison with the Inter-Governmental Committee in Brussels, 19 July 1956"|"6. Joint statement by Herr von Brentano and M. Pineau after the signature of the Saar Treaty, 27 October 1956"|""|"Henn von Brentano / M. Pineau"|"NMBQUG434538722"|"NMBQUG434538722"|""
"cho_diax_1956_0000_000_0000"|"301"|"301"|"6. Joint statement by Herr von Brentano and M. Pineau after the signature of the Saar Treaty, 27 October 1956"|"Introduction"|"Henn von Brentano"|""|"TQXGXM621420985"|"TQXGXM621420985"|""
"cho_diax_1956_0000_000_0000"|"303"|"303"|"Introduction"|"1. Extract from a speech by Mr. Chou En-lai to the National People's Congress, 28 June 1956"|""|"Mr. Chou En-lai"|"EXYEYP587746948"|"EXYEYP587746948"|""
"cho_diax_1956_0000_000_0000"|"305"|"305"|"1. Extract from a speech by Mr. Chou En-lai to the National People's Congress, 28 June 1956"|"3. Statement by the United States State Department, 24 September 1956"|"Mr. Chou En-lai"|""|"VMAVMO380422623"|"VMAVMO380422623"|""
"cho_diax_1956_0000_000_0000"|"318"|"318"|"b. Laos"|"6. Joint and final declaration by the Royal Government of Laos and the Pathet Lao Forces, 10 August 1956"|""|"Tiao Souvanna Phouma / Tiao Souphanouvong"|"RGCZKM955002967"|"RGCZKM955002967"|""
"cho_diax_1956_0000_000_0000"|"320"|"320"|"6. Joint and final declaration by the Royal Government of Laos and the Pathet Lao Forces, 10 August 1956"|"D. The Soviet and Chinese Postitions"|"Tiao Souvanna Phouma"|""|"NAKECP185255558"|"NAKECP185255558"|""
"cho_diax_1956_0000_000_0000"|"321"|"321"|"7. Resolution of the International Commission for Supervision and Control in Laos on the joint declarations by the Royal Government of Laos and the Pathet Lao Forces of 5 and 10 August, 24 September 1956"|"1. Joint statement by Mr. Bulganin and Prince Norodom Sihanouk of Cambodia, Moscow, 7 July 1956"|""|"Mr. Bulganin / Prince Norodom Sihanouk"|"QYILMM751936433"|"QYILMM751936433"|""
"cho_diax_1956_0000_000_0000"|"322"|"322"|"1. Joint statement by Mr. Bulganin and Prince Norodom Sihanouk of Cambodia, Moscow, 7 July 1956"|"2. Joint statement by the Soviet Union and Indonesia on President Sukarno's visit to the Soviet Union, Moscow, 11 September 1956"|"Mr. Bulganin"|"A. Gromyko / R. Abdulgani"|"BDNAEP501113440"|"BDNAEP501113440"|""
"cho_diax_1956_0000_000_0000"|"323"|"323"|"2. Joint statement by the Soviet Union and Indonesia on President Sukarno's visit to the Soviet Union, Moscow, 11 September 1956"|"3. Treaty between the People's Republic of China and the Kingdom of Nepal, 20 September 1956"|"A. Gromyko"|""|"PCHVZE238657017"|"PCHVZE238657017"|""
"cho_diax_1957_0000_000_0000"|"85"|"85"|"I. Message to Congress by President Eisenhower, 5 January 1957"|"1. Message to Congress by President Eisenhower, 5 January 1957"|"President Eisenhower"|"President Eisenhower"|"YMVCLV955337184"|"YMVCLV955337184"|""
"cho_diax_1962_0000_000_0000"|"54"|"54"|"43. Statement by President Kennedy, 4 September 1962"|"42. President Kennedy's Press Conference, 24 August 1962 (extracts)"|"President Kennedy"|""|"MOQMUX707402708"|"MOQMUX707402708"|""
"cho_diax_1962_0000_000_0000"|"56"|"56"|"45. President Kennedy's Press Conference of 13 September 1962 (extracts)"|"43. Statement by President Kennedy, 4 September 1962"|""|"President Kennedy"|"VDXIDA692686551"|"VDXIDA692686551"|""
"cho_diax_1962_0000_000_0000"|"59"|"59"|"48. Address given by President Kennedy over American radio and television, 22 October 1962"|"46. Joint Resolution of the two Houses of the Congress of the United States, 20 September 1962"|"President Kennedy"|""|"ZMIXGX960573981"|"ZMIXGX960573981"|""
"cho_diax_1962_0000_000_0000"|"61"|"61"|"50. Draft Resolution submitted by the Permanent Representative of the United States at the United Nations to the Security Council, 22 October 1962"|"48. Address given by President Kennedy over American radio and television, 22 October 1962"|""|"President Kennedy"|"XZEVPK140996647"|"XZEVPK140996647"|""
"cho_diax_1962_0000_000_0000"|"64"|"64"|"53. Proclamation issued by President Kennedy, 23 October 1962"|"51. The Representative of Cuba at the United Nations to the President of the Security Council, 22 October 1962"|"President Kennedy"|""|"YSTCYM599099716"|"YSTCYM599099716"|""
"cho_diax_1962_0000_000_0000"|"66"|"66"|"55. Draft Resolution submitted by the deputy Permanent Representative of the Soviet Union at the United Nations to the Security Council, 23 October 1962"|"53. Proclamation issued by President Kennedy, 23 October 1962"|""|"President Kennedy"|"GAQRJQ202258500"|"GAQRJQ202258500"|""
"cho_diax_1962_0000_000_0000"|"70"|"70"|"59. Statement by the British Prime Minister, Mr. MacMillan, to the House of Commons, 25 October 1962"|"57. The Acting United Nations Secretary-General, U Thant, to President Kennedy and the Chairman of the Council of Ministers of the Soviet Union, Mr. Khrushchev, 24 October 1962"|"Mr. MacMillan"|""|"EEMSKK798004884"|"EEMSKK798004884"|""
"cho_diax_1962_0000_000_0000"|"72"|"72"|"61. Statement issued by the White House on the Soviet missile sites in Cuba, 26 October 1962"|"59. Statement by the British Prime Minister, Mr. MacMillan, to the House of Commons, 25 October 1962"|""|"Mr. MacMillan"|"QJRTPQ428513897"|"QJRTPQ428513897"|""
"cho_diax_1962_0000_000_0000"|"81"|"81"|"70. Statement by President Kennedy on American radio and television, 2 November 1962"|"68. Statement by the President of Cuba, Fidel Castro, broadcast over Cuban radio, 28 October 1962"|"President Kennedy"|""|"PRWYOY852537378"|"PRWYOY852537378"|""
"cho_diax_1962_0000_000_0000"|"83"|"83"|"72. Speech by the Soviet Foreign Minister, Mr. Gromyko, to the Supreme Soviet, Moscow, 13 December 1962"|"70. Statement by President Kennedy on American radio and television, 2 November 1962"|"Mr. Gromyko"|"President Kennedy"|"DOXNWI202501356"|"DOXNWI202501356"|""
"cho_diax_1962_0000_000_0000"|"85"|"85"|"74. The Representative of the United States at the United Nations and the First Deputy Minister of Foreign Affairs of the U.S.S.R. to the United Nations Secretary-General, 7 January 1963"|"72. Speech by the Soviet Foreign Minister, Mr. Gromyko, to the Supreme Soviet, Moscow, 13 December 1962"|""|"Mr. Gromyko"|"KYLQTJ813323547"|"KYLQTJ813323547"|""
"cho_diax_1962_0000_000_0000"|"98"|"98"|"86. Note by Major-General Watson, on behalf of the United States, British and French Commandants to the Soviet Commandant in Berlin, 19 August 1962"|"84. Statement issued by the United States Department of State, 11 August 1962"|"Major-General Watson"|""|"QVSYAH492077465"|"QVSYAH492077465"|""
"cho_diax_1962_0000_000_0000"|"100"|"100"|"88. Statement issued by the Governments of the United States, the United Kingdom, and France, 23 August 1962"|"86. Note by Major-General Watson, on behalf of the United States, British and French Commandants to the Soviet Commandant in Berlin, 19 August 1962"|""|"Major-General Watson"|"XTGOIJ421913082"|"XTGOIJ421913082"|""
"cho_diax_1962_0000_000_0000"|"107"|"107"|"95. Speech by President Ulbricht in Cottbus, 4 December 1962 (extracts)"|"93. Statement issued by the Soviet News Agency, Tass, on President de Gaulle's visit to Germany, 18 September 1962"|"President Ulbricht"|""|"FLVHZZ179804183"|"FLVHZZ179804183"|""
"cho_diax_1962_0000_000_0000"|"109"|"109"|"B. The Defence Policies of the Powers"|"95. Speech by President Ulbricht in Cottbus, 4 December 1962 (extracts)"|""|"President Ulbricht"|"WEXEAS060242499"|"WEXEAS060242499"|""
"cho_diax_1962_0000_000_0000"|"113"|"113"|"100. France. Speech by the French Prime Minister, M. Pompidou, to the French National Assembly, 16 July 1962 (extracts)"|"98. The United States. Address by the United States Secretary of Defence, Mr. McNamara, at the University of Michigan, Ann Arbor, 16 June 1962"|"M. Pompidou"|""|"GDAWXL713164898"|"GDAWXL713164898"|""
"cho_diax_1962_0000_000_0000"|"115"|"115"|"(a) Statements of American Foreign Policy"|"100. France. Speech by the French Prime Minister, M. Pompidou, to the French National Assembly, 16 July 1962 (extracts)"|""|"M. Pompidou"|"RPYGYG419333107"|"RPYGYG419333107"|""
"cho_diax_1962_0000_000_0000"|"119"|"119"|"104. Address by President Kennedy at Independence Hall, Philadelphia, 4 July 1962"|"102. Special Message of President Kennedy to the United States Congress on Foreign Trade Policy, 25 January 1962"|"President Kennedy"|""|"ILQXQM282614155"|"ILQXQM282614155"|""
"cho_diax_1962_0000_000_0000"|"121"|"121"|"105. Text of the first Draft Treaty for the Establishment of a Political Union, submitted by M. Fouchet to the Political Committee of the European Parliament, 2 November 1961"|"104. Address by President Kennedy at Independence Hall, Philadelphia, 4 July 1962"|"M. Fouchet"|"President Kennedy"|"RNMTEU124617542"|"RNMTEU124617542"|""
"cho_diax_1962_0000_000_0000"|"122"|"122"|"106. Text of the second Draft Treaty for the Establishment of a Political Union, submitted by M. Fouchet to the Political Committee of the European Parliament, 18 January 1962"|"(b) Negotiations for a Treaty establishing a European Political Union"|"M. Fouchet"|""|"NJRJMG723348758"|"NJRJMG723348758"|""
"cho_diax_1962_0000_000_0000"|"123"|"123"|"107. Draft Treaty, containing alternative versions, adopted by the Political Committee of the European Parliament, 15 March 1962"|"105. Text of the first Draft Treaty for the Establishment of a Political Union, submitted by M. Fouchet to the Political Committee of the European Parliament, 2 November 1961"|""|"M. Fouchet"|"DZLXJY069967995"|"DZLXJY069967995"|""
"cho_diax_1962_0000_000_0000"|"124"|"124"|"108. Texts amending the Draft Treaty proposed by the Italian Government, 17 April 1962"|"106. Text of the second Draft Treaty for the Establishment of a Political Union, submitted by M. Fouchet to the Political Committee of the European Parliament, 18 January 1962"|""|"M. Fouchet"|"SOIGKP649494964"|"SOIGKP649494964"|""
"cho_diax_1962_0000_000_0000"|"129"|"129"|"112. Joint declaration issued by President de Gaulle and Dr. Adenauer, Paris, 22 January 1963"|"110. Final communiqué of the meeting between President de Gaulle and Dr. Adenauer, Paris, 6 July 1962"|"President de Gaulle"|""|"JBYGZQ050093012"|"JBYGZQ050093012"|""
"cho_diax_1962_0000_000_0000"|"131"|"131"|"(d) Anglo-French Relations"|"112. Joint declaration issued by President de Gaulle and Dr. Adenauer, Paris, 22 January 1963"|""|"President de Gaulle / Dr. Adenauer"|"NVDTIU692546822"|"NVDTIU692546822"|""
"cho_diax_1962_0000_000_0000"|"134"|"134"|"115. Joint Statement by President Kennedy and Dr. Adenauer, Washington, 15 November 1962"|"114. Final communiqué of the meeting between President de Gaulle and Mr. MacMillan, Chateau de Champs, 3 June 1962"|"President Kennedy"|""|"XONRXV230771979"|"XONRXV230771979"|""
"cho_diax_1962_0000_000_0000"|"136"|"136"|"116. Final communiqué of the N.A.T.O. Ministerial Council, Athens, 6 May 1962"|"115. Joint Statement by President Kennedy and Dr. Adenauer, Washington, 15 November 1962"|""|"President Kennedy / Dr. Adenauer"|"EVPDNG862928801"|"EVPDNG862928801"|""
"cho_diax_1962_0000_000_0000"|"137"|"137"|"117. Interview of the United States Secretary of State, Mr. Rusk, by Robert Kleiman of the Columbia Broadcasting System, Athens, 6 May 1962"|"(f) N.A.T.O. Meetings"|"Robert Kleiman"|""|"STRABE973994355"|"STRABE973994355"|""
"cho_diax_1962_0000_000_0000"|"139"|"139"|"(g) Statements of Policy on European Union"|"117. Interview of the United States Secretary of State, Mr. Rusk, by Robert Kleiman of the Columbia Broadcasting System, Athens, 6 May 1962"|""|"Robert Kleiman"|"KJMZWH792028484"|"KJMZWH792028484"|""
"cho_diax_1962_0000_000_0000"|"145"|"145"|"123. Statement by Mr. Thorneycroft to the House of Commons, 17 December 1962"|"(h) Anglo-American Negotiations on Nuclear Missile Delivery Systems: The Nassau Conference, December 1962"|"Mr. Thorneycroft"|""|"FPGQTD246853538"|"FPGQTD246853538"|""
"cho_diax_1962_0000_000_0000"|"146"|"146"|"124. Joint statement by President Kennedy and Mr. MacMillan, Nassau, 21 December 1962"|"122. Final communiqué of the meeting between Mr. McNamara and the British Minister of Defence, Mr. Thorneycroft, London, 12 December 1962"|"President Kennedy"|""|"GNZTZO060416494"|"GNZTZO060416494"|""
"cho_diax_1962_0000_000_0000"|"147"|"147"|"125. President Kennedy's press interview, Palm Beach, 31 December 1962 (extracts)"|"123. Statement by Mr. Thorneycroft to the House of Commons, 17 December 1962"|""|"Mr. Thorneycroft"|"OYJTSM955410316"|"OYJTSM955410316"|""
"cho_diax_1962_0000_000_0000"|"148"|"148"|"(i) The failure of the first British application to join the European Economic Community"|"124. Joint statement by President Kennedy and Mr. MacMillan, Nassau, 21 December 1962"|""|"President Kennedy / Mr. MacMillan"|"LBUQZU880947086"|"LBUQZU880947086"|""
"cho_diax_1962_0000_000_0000"|"150"|"150"|"127. Speech by Mr. MacMillan, Liverpool, 21 January 1963 (extract)"|"(i) The failure of the first British application to join the European Economic Community"|"Mr. MacMillan"|""|"EEMTJF258200336"|"EEMTJF258200336"|""
"cho_diax_1962_0000_000_0000"|"152"|"152"|"129. Speeches of the Ministers at the final session of the negotiations for British entry into the Common Market, Brussels, 29 January 1963"|"127. Speech by Mr. MacMillan, Liverpool, 21 January 1963 (extract)"|""|"Mr. MacMillan"|"ZCYNEB712548125"|"ZCYNEB712548125"|""
"cho_diax_1962_0000_000_0000"|"161"|"161"|"136. Speech by the British Chancellor of the Exchequer, Mr. Maudling, to the House of Commons, 26 July 1962 (extract)"|"134. Speech by the United States Secretary of the Treasury, Mr. Dillon, to the Conference of the American Bankers' Association, Rome, 18 May 1962"|"Mr. Maudling"|""|"JBKITK485695931"|"JBKITK485695931"|""
"cho_diax_1962_0000_000_0000"|"163"|"163"|"E. The Foreign Policies of the States on the Western Frontiers of the Soviet Bloc"|"136. Speech by the British Chancellor of the Exchequer, Mr. Maudling, to the House of Commons, 26 July 1962 (extract)"|""|"Mr. Maudling"|"MZORLI567455906"|"MZORLI567455906"|""
"cho_diax_1962_0000_000_0000"|"166"|"166"|"139. Speech by President of the Republic of Finland, Mr. Urho Kekkonen, at a dinner given by the World Affairs Council, Los Angeles, 1 November 1961 (extract)"|"(a) The Finno-Soviet Crisis, 1961-2"|"Urho Kekkonen"|""|"OBTSUQ059313543"|"OBTSUQ059313543"|""
"cho_diax_1962_0000_000_0000"|"168"|"168"|"141. Broadcast by Mr. Martti Miettunen, Premier of the Finnish Government, Helsinki, 14 November 1961"|"139. Speech by President of the Republic of Finland, Mr. Urho Kekkonen, at a dinner given by the World Affairs Council, Los Angeles, 1 November 1961 (extract)"|"Mr. Martti Miettunen"|"Urho Kekkonen"|"ZRYLML521567991"|"ZRYLML521567991"|""
"cho_diax_1962_0000_000_0000"|"169"|"169"|"142. Speech by Mr. Khrushchev at a luncheon in honour of President Kekkonen, Novosibirsk, 24 November 1961"|"140. Official communiqué issued by the Government of the Republic of Finland following the meeting between the Foreign Minister, Mr. Karjalainen, with Mr. Gromyko, Foreign Minister of the Soviet Union, Helsinki, 13 November 1961"|"Mr. Khrushchev"|""|"AHISMC834720703"|"AHISMC834720703"|""
"cho_diax_1962_0000_000_0000"|"170"|"170"|"143. Soviet-Finnish joint communiqué, 25 November 1961"|"141. Broadcast by Mr. Martti Miettunen, Premier of the Finnish Government, Helsinki, 14 November 1961"|""|"Mr. Martti Miettunen"|"GAMVYZ119327182"|"GAMVYZ119327182"|""
"cho_diax_1962_0000_000_0000"|"171"|"171"|"(b) Poland"|"142. Speech by Mr. Khrushchev at a luncheon in honour of President Kekkonen, Novosibirsk, 24 November 1961"|""|"Mr. Khrushchev"|"VGWRSM578878139"|"VGWRSM578878139"|""
"cho_diax_1962_0000_000_0000"|"175"|"175"|"146. Speech by President Tito, Skopje, 13 November 1961 (extract)"|"145. Communiqué on the Polish-Yugoslav talks, 25 November 1962"|"President Tito"|""|"QMBNLN007557713"|"QMBNLN007557713"|""
"cho_diax_1962_0000_000_0000"|"177"|"177"|"148. Interview given by President Tito to the American journalist, Drew Pearson, 7 August 1962 (extract)"|"146. Speech by President Tito, Skopje, 13 November 1961 (extract)"|"President Tito"|"President Tito"|"JNXGAE853269411"|"JNXGAE853269411"|""
"cho_diax_1962_0000_000_0000"|"179"|"179"|"(d) Austria"|"148. Interview given by President Tito to the American journalist, Drew Pearson, 7 August 1962 (extract)"|""|"President Tito"|"CUTDOB163896559"|"CUTDOB163896559"|""
"cho_diax_1962_0000_000_0000"|"184"|"184"|"153. Speech by the Austrian Foreign Minister, Dr. Kreisky, to the United Nations General Assembly, 25 September 1962 (extract)"|"(e) The Austrian-Italian Dispute over the South Tyrol"|"Dr. Kreisky"|""|"RURHOO011439713"|"RURHOO011439713"|""
"cho_diax_1962_0000_000_0000"|"185"|"185"|"154. Speech by the Italian Foreign Minister, Sig. Piccioni, to the United Nations General Assembly, 28 September 1961 (extract)"|"152. Resolution of the United Nations General Assembly on the status of the German-speaking element in the Province of Bolzano [Bozen], 28 November 1961"|"Sig. Piccioni"|""|"LBCWAJ447592008"|"LBCWAJ447592008"|""
"cho_diax_1962_0000_000_0000"|"186"|"186"|"F. Relations within the Sino-Soviet Sphere, November 1961-March 1963"|"153. Speech by the Austrian Foreign Minister, Dr. Kreisky, to the United Nations General Assembly, 25 September 1962 (extract)"|""|"Dr. Kreisky"|"RDFPEX190539550"|"RDFPEX190539550"|""
"cho_diax_1962_0000_000_0000"|"187"|"187"|"(a) The breach of diplomatic relations between the Soviet Union and Albania"|"154. Speech by the Italian Foreign Minister, Sig. Piccioni, to the United Nations General Assembly, 28 September 1961 (extract)"|""|"Sig. Piccioni"|"RHBSAL987870226"|"RHBSAL987870226"|""
"cho_diax_1962_0000_000_0000"|"192"|"192"|"158. Speech by Liu Ning-I, Vice-Chairman of the China Peace Committee, to the World Peace Council, Stockholm, 18 December 1961"|"157. The Albanian Foreign Minister to the Soviet Embassy in Tirana, 9 December 1961"|"Liu Ning-I"|""|"TORLNZ586208978"|"TORLNZ586208978"|""
"cho_diax_1962_0000_000_0000"|"194"|"194"|"160. Speech by Wu Hsiu-Chuan, leader of the Chinese delegation, to the Czechoslovak Communist Party Congress, 5 December 1962 (extracts)"|"158. Speech by Liu Ning-I, Vice-Chairman of the China Peace Committee, to the World Peace Council, Stockholm, 18 December 1961"|"Wu Hsiu - Chuan"|"Liu Ning-I"|"DGGZHA626185943"|"DGGZHA626185943"|""
"cho_diax_1962_0000_000_0000"|"195"|"195"|"161. Speech by Liu Ning-I to the Third Afro-Asian People's Solidarity Conference, 4 February 1963"|"159. Chinese press communiqué issued at conclusion of National People's Congress, 16 April 1962 (extracts)"|"Liu Ning-I"|""|"QPJCAQ397474247"|"QPJCAQ397474247"|""
"cho_diax_1962_0000_000_0000"|"196"|"196"|"(c) Statements of the position of other members of the Soviet bloc on the Sino-Soviet conflict"|"160. Speech by Wu Hsiu-Chuan, leader of the Chinese delegation, to the Czechoslovak Communist Party Congress, 5 December 1962 (extracts)"|""|"Wu Hsiu - Chuan"|"NNPKDT096196281"|"NNPKDT096196281"|""
"cho_diax_1962_0000_000_0000"|"197"|"197"|"162. Poland. Report of Mr. Gomulka to the Central Committee of the Polish Communist Party, 22 November 1961 (extracts)"|"161. Speech by Liu Ning-I to the Third Afro-Asian People's Solidarity Conference, 4 February 1963"|""|"Liu Ning-I"|"TAUIFP962829808"|"TAUIFP962829808"|""
"cho_diax_1962_0000_000_0000"|"199"|"199"|"164. India. Article by Ajoy Ghosh, General Secretary of Communist Party of India, 10 December 1961 (extracts)"|"162. Poland. Report of Mr. Gomulka to the Central Committee of the Polish Communist Party, 22 November 1961 (extracts)"|"Ajoy Ghosh"|""|"GORNFR007234441"|"GORNFR007234441"|""
"cho_diax_1962_0000_000_0000"|"201"|"201"|"166. Statement by the Central Committee of the [North] Vietnam Workers' Party, 10 February 1963"|"164. India. Article by Ajoy Ghosh, General Secretary of Communist Party of India, 10 December 1961 (extracts)"|""|"Ajoy Ghosh"|"VAQUYE907036956"|"VAQUYE907036956"|""
"cho_diax_1962_0000_000_0000"|"211"|"211"|"173. Introduction by U Thant, Acting Secretary-General, to the Annual Report on the work of the United Nations during the year ending 15 June 1962, 3 September 1962"|"171. Special message of President Kennedy to the United States Congress transmitting a Bill for the Purchase of United Nations Bonds, 30 January 1962"|"U Thant"|""|"DKVRQX626486705"|"DKVRQX626486705"|""
"cho_diax_1962_0000_000_0000"|"212"|"212"|"174. Speech by U Thant to the United Nations General Assembly following his election as Secretary-General, 30 November 1962"|"172. Advisory Opinion of the International Court of Justice on 'certain expenses of the United Nations', 20 July 1962 (extracts)"|"U Thant"|""|"OBUCKD740282766"|"OBUCKD740282766"|""
"cho_diax_1962_0000_000_0000"|"213"|"213"|"175. General Assembly resolution regarding the 'Implementation of the Declaration on the Granting of Independence to Colonial Countries and Peoples', adopted 17 December 1962"|"173. Introduction by U Thant, Acting Secretary-General, to the Annual Report on the work of the United Nations during the year ending 15 June 1962, 3 September 1962"|""|"U Thant"|"WUXGQX548800984"|"WUXGQX548800984"|""
"cho_diax_1962_0000_000_0000"|"214"|"214"|"176. General Assembly resolution on the administrative and budgetary procedures of the United Nations, adopted 19 December 1962"|"174. Speech by U Thant to the United Nations General Assembly following his election as Secretary-General, 30 November 1962"|""|"U Thant"|"FHWKBO812422753"|"FHWKBO812422753"|""
"cho_diax_1962_0000_000_0000"|"223"|"223"|"182. Statement by President Kennedy on the sending of additional United States forces to Thailand, 15 May 1962"|"180. The British Embassy in Moscow to the Soviet Ministry of Foreign Affairs, 16 April 1962"|"President Kennedy"|""|"VBKUYF331575487"|"VBKUYF331575487"|""
"cho_diax_1962_0000_000_0000"|"225"|"225"|"184. Statement addressed to the Co-Chairmen of the Geneva Conference by the Polish Delegation to the International Commission for Supervision and Control in Viet-Nam, 2 June 1962"|"182. Statement by President Kennedy on the sending of additional United States forces to Thailand, 15 May 1962"|""|"President Kennedy"|"NFAYAR058994349"|"NFAYAR058994349"|""
"cho_dsca_1952-1962_0000_000_0000"|"233"|"233"|"162. Extracts from a statement by the Prime Minister, Shri Jawaharlal Nehru, in the Lok Sabha, 16 November 1956"|"(e) India"|"Shri Jawaharlal Nehru"|""|"PZCOTS908413687"|"PZCOTS908413687"|""
"cho_dsca_1952-1962_0000_000_0000"|"234"|"234"|"(e) India"|"161. Extracts from a statement issued in Madras on 4 November 1956 by Chakravarti Rajagopalachari"|""|"Chakravarti Rajagopalachari"|"BUYSNO362289708"|"BUYSNO362289708"|""
"cho_dsca_1952-1962_0000_000_0000"|"235"|"235"|"161. Extracts from a statement issued in Madras on 4 November 1956 by Chakravarti Rajagopalachari"|"162. Extracts from a statement by the Prime Minister, Shri Jawaharlal Nehru, in the Lok Sabha, 16 November 1956"|"Chakravarti Rajagopalachari"|"Shri Jawaharlal Nehru"|"CLONOI210223657"|"CLONOI210223657"|""
"cho_meet_1948_1530_000_0000"|"1"|"1"|"European Co-operation II: Economic"|"European Co-operation Ii: Economic"|""|"Maurice Zinkin"|"HWSRDX763255699"|"HWSRDX763255699"|""
"cho_sbca_1918-1936_0001_000_0000"|"13"|"13"|"I 'Peacemaking 1919'"|"Supplementary Chapter: The Law and the Commonwealth"|""|"R. T. E. Latham"|"UQGTPE460373103"|"UQGTPE460373103"|""
"cho_sbca_1918-1939_0002_002_0000"|"3"|"3"|"Front Matter"|"Acknowledgements"|""|"W. K. Hancock"|"ECRKSV509052035"|"ECRKSV509052035"|""
"cho_sbca_1918-1939_0002_002_0000"|"4"|"4"|"Acknowledgements"|"Front Matter"|"W. K. Hancock"|""|"GKCJWA421094680"|"GKCJWA421094680"|""
"cho_sbca_1931-1939_0003_000_0000"|"1"|"1"|"Part I From Empire to Common Wealth: The Years of Transition"|"Front Matter"|"Jan Christiaan Smuts"|""|"RMCZKC529922033"|"KHWSOT138871813"|""
"cho_sbca_1931-1939_0003_000_0000"|"1"|"1"|"Part III The Commonwealth and the War"|"Front Matter"|"Rudyard Kipling"|""|"DJHTSQ245571245"|"KHWSOT138871813"|""
"cho_sbca_1931-1939_0003_000_0000"|"1"|"1"|"Part II The External Policies of the Dominions, 1931-9"|"Front Matter"|"Edgar J. Tarr"|""|"YOEVYZ124390387"|"KHWSOT138871813"|""
"cho_sbca_1931-1939_0003_000_0000"|"1"|"1"|"Acknowledgements"|"Front Matter"|"N. M."|""|"SLJEVK453961077"|"KHWSOT138871813"|""
"cho_sbca_1931-1939_0003_000_0000"|"3"|"3"|"The Pressure to Define Dominion Status"|"Acknowledgements"|""|"N. M."|"CYYRAE297882308"|"CYYRAE297882308"|""
"cho_sbca_1931-1939_0003_000_0000"|"7"|"7"|"Australian Reactions to the Rise of Japan"|"Part I From Empire to Common Wealth: The Years of Transition"|""|"Jan Christiaan Smuts / Arthur James Balfour"|"LFHBDK858486785"|"LFHBDK858486785"|""
"cho_sbca_1931-1939_0003_000_0000"|"11"|"11"|"Australian Reactions to Renewed Japanese Aggression in China"|"Part II The External Policies of the Dominions, 1931-9"|""|"Edgar J. Tarr / General J. B. M. Hertzog"|"FHSSCO437497934"|"FHSSCO437497934"|""
"cho_sbca_1931-1939_0003_000_0000"|"18"|"18"|"The Protective Role of the Royal Navy"|"Part III The Commonwealth and the War"|""|"Rudyard Kipling"|"MGFCLR123576819"|"MGFCLR123576819"|""
"cho_sbca_1939-1952_0004_000_0000"|"1"|"1"|"Chapter II Commonwealth Co-Operation in War: The First Phase, 1939-41"|"Front Matter"|"Rudyard Kipling"|""|"KXRVMJ370276990"|"QDCUEZ137683463"|""
"cho_sbca_1939-1952_0004_000_0000"|"1"|"1"|"Acknowledgements"|"Front Matter"|"N. M."|""|"DZWFET909734192"|"QDCUEZ137683463"|""
"cho_sbca_1939-1952_0004_000_0000"|"4"|"4"|"Consultation on Defence in the Pacific, June - December 1940"|"Acknowledgements"|""|"N. M."|"WKUFBU911557875"|"WKUFBU911557875"|""
"cho_sbca_1939-1952_0004_000_0000"|"9"|"9"|"A War Between Continents"|"Chapter II Commonwealth Co-Operation in War: The First Phase, 1939-41"|""|"Rudyard Kipling"|"PBHOGP993048090"|"PBHOGP993048090"|""
"cho_sbca_1939-1952_0004_000_0000"|"11"|"11"|"Australian Reactions to the Pacific War"|"Part II Problems of Post-War Change"|""|"Francis Bacon"|"SFUVRK112738776"|"SFUVRK112738776"|""
"cho_sbca_1953-1969_0005_000_0000"|"5"|"5"|"Abbreviations"|"Preface"|""|"J. D. B. M."|"OOPMYY856990209"|"OOPMYY856990209"|""
"cho_sbca_1953-1969_0005_000_0000"|"6"|"6"|"Preface"|"Introduction"|"J. D. B. M."|""|"BGVFNV925919506"|"BGVFNV925919506"|""
"cho_sbca_1953-1969_0005_000_0000"|"29"|"29"|"Chapter 15 Changes in the British Approach"|"Chapter 18 A Commonwealth System?"|""|"J. E. S. Fawcett"|"BOMOFX262101786"|"BOMOFX262101786"|""
