PSMID|Fulltitle|Article Sequence|Title|CHO Pub Type|Aucomposed|Prefix|First|Middle|Last|Suffix|Atlas Hub UID|PNA Notes
cho_book_1960_toynbee_000_0000||33|VIII. The Golden Mean|Books||||||||
cho_book_1960_toynbee_000_0000||34|(1) Enough and Too Much|Books||||||||
cho_book_1960_toynbee_000_0000||35|(2) Comparisons in Three Terms|Books||||||||
cho_book_1960_toynbee_000_0000||36|(3) Two Abortive Civilizations|Books||||||||
cho_book_1960_toynbee_000_0000||37|(4) The Impact of Islam on the Christendoms|Books||||||||
cho_book_1960_toynbee_000_0000||38|III The Growths of Civilizations|Books||||||||
cho_book_1960_toynbee_000_0000||39|IX. The Arrested Civilizations|Books||||||||
cho_book_1960_toynbee_000_0000||40|(1) Polynesians, Eskimos and Nomads|Books||||||||
cho_book_1960_toynbee_000_0000||41|(2) The 'Osmanlis|Books||||||||
cho_book_1960_toynbee_000_0000||42|(3) The Spartans|Books||||||||
cho_book_1960_toynbee_000_0000||43|(4) General Characteristics|Books||||||||
cho_book_1960_toynbee_000_0000||44|X. The Nature of the Growths of Civilizations|Books||||||||
cho_book_1960_toynbee_000_0000||45|(1) Two False Trails|Books||||||||
cho_book_1960_toynbee_000_0000||46|(2) Progress towards Self-Determination|Books||||||||
cho_book_1960_toynbee_000_0000||47|XI. An Analysis of Growth|Books||||||||
cho_book_1960_toynbee_000_0000||48|(1) Society and the Individual|Books||||||||
cho_book_1960_toynbee_000_0000||49|(2) Withdrawal and Return: Individuals|Books||||||||
cho_book_1960_toynbee_000_0000||50|(3) Withdrawal and Return: Creative Minorities|Books||||||||
cho_book_1960_toynbee_000_0000||51|XII. Differentiation through Growth|Books||||||||
cho_book_1960_toynbee_000_0000||52|IV The Breakdowns of Civilizations|Books||||||||
cho_book_1960_toynbee_000_0000||53|XIII. The Nature of the Problem|Books||||||||
cho_book_1960_toynbee_000_0000||54|XIV. Deterministic Solutions|Books||||||||
cho_book_1960_toynbee_000_0000||55|XV. Loss of Command over the Environment|Books||||||||
cho_book_1960_toynbee_000_0000||56|(1) The Physical Environment|Books||||||||
cho_book_1960_toynbee_000_0000||57|(2) The Human Environment|Books||||||||
cho_book_1960_toynbee_000_0000||58|(3) A Negative Verdict|Books||||||||
cho_book_1960_toynbee_000_0000||59|XVI. Failure of Self-Determination|Books||||||||
cho_book_1960_toynbee_000_0000||60|(1) The Mechanicalness of Mimesis|Books||||||||
cho_book_1960_toynbee_000_0000||61|(2) New Wine in Old Bottles|Books||||||||
cho_book_1960_toynbee_000_0000||62|(3) The Nemesis of Creativity: Idolization of an Ephemeral Self|Books||||||||
cho_book_1960_toynbee_000_0000||63|(4) The Nemesis of Creativity: Idolization of an Ephemeral Institution|Books||||||||
cho_book_1960_toynbee_000_0000||64|(5) The Nemesis of Creativity: Idolization of an Ephemeral Technique|Books||||||||
cho_book_1960_toynbee_000_0000||65|(6) The Suicidalness of Militarism|Books||||||||
cho_book_1960_toynbee_000_0000||66|(7) The Intoxication of Victory|Books||||||||
cho_book_1960_toynbee_000_0000||67|V The Disintegrations of Civilizations|Books||||||||
cho_book_1960_toynbee_000_0000||68|XVII. The Nature of Disintegration|Books||||||||
cho_book_1960_toynbee_000_0000||69|(1) A General Survey|Books||||||||
cho_book_1960_toynbee_000_0000||70|(2) Schism and Palingenesia|Books||||||||
cho_book_1960_toynbee_000_0000||71|XVIII. Schism in the Body Social|Books||||||||
cho_book_1960_toynbee_000_0000||72|(1) Dominant Minorities|Books||||||||
cho_book_1960_toynbee_000_0000||73|(2) Internal Proletariats|Books||||||||
cho_book_1960_toynbee_000_0000||74|(3) The Internal Proletariat of the Western World|Books||||||||
cho_book_1960_toynbee_000_0000||75|(4) External Proletariats|Books||||||||
cho_book_1960_toynbee_000_0000||76|(5) External Proletariats of the Western World|Books||||||||
cho_book_1960_toynbee_000_0000||77|(6) Alien and Indigenous Inspirations|Books||||||||
cho_book_1960_toynbee_000_0000||78|XIX. Schism in the Soul|Books||||||||
cho_book_1960_toynbee_000_0000||79|(1) Alternative Ways of Behaviour, Feeling and Life|Books||||||||
cho_book_1960_toynbee_000_0000||80|(2) 'Abandon' and Self-Control|Books||||||||
cho_book_1960_toynbee_000_0000||81|(3) Truancy and Martyrdom|Books||||||||
cho_book_1960_toynbee_000_0000||82|(4) The Sense of Drift and the Sense of Sin|Books||||||||
cho_book_1960_toynbee_000_0000||83|(5) The Sense of Promiscuity|Books||||||||
cho_book_1960_toynbee_000_0000||84|(a) Vulgarity and Barbarism in Manners|Books||||||||
cho_book_1960_toynbee_000_0000||85|(b) Vulgarity and Barbarism in Art|Books||||||||
cho_book_1960_toynbee_000_0000||86|(C) Lingue Franche|Books||||||||
cho_book_1960_toynbee_000_0000||87|(d) Syncretism in Religion|Books||||||||
cho_book_1960_toynbee_000_0000||88|(e) Cuius Regio Eius Religio?|Books||||||||
cho_book_1960_toynbee_000_0000||89|(6) The Sense of Unity|Books||||||||
cho_book_1960_toynbee_000_0000||90|(7) Archaism|Books||||||||
cho_book_1960_toynbee_000_0000||91|(8) Futurism|Books||||||||
cho_book_1960_toynbee_000_0000||92|(9) The Self-Transcendence of Futurism|Books||||||||
cho_book_1960_toynbee_000_0000||93|(10) Detachment and Transfiguration|Books||||||||
cho_book_1960_toynbee_000_0000||94|(11) Palingenesia|Books||||||||
cho_book_1960_toynbee_000_0000||95|XX. The Relation between Disintegrating Societies and Individuals|Books||||||||
cho_book_1960_toynbee_000_0000||96|(1) The Creative Genius as a Saviour|Books||||||||
cho_book_1960_toynbee_000_0000||97|(2) The Saviour with the Sword|Books||||||||
cho_book_1960_toynbee_000_0000||98|(3) The Saviour with the Time Machine|Books||||||||
cho_book_1960_toynbee_000_0000||99|(4) The Philosopher Masked by a King|Books||||||||
cho_book_1960_toynbee_000_0000||100|(5) The God Incarnate in a Man|Books||||||||
cho_book_1960_toynbee_000_0000||101|XXI. The Rhythm of Disintegration|Books||||||||
cho_book_1960_toynbee_000_0000||102|XXII. Standardization through Disintegration|Books||||||||
cho_book_1960_toynbee_000_0000||103|VI Universal States|Books||||||||
cho_book_1960_toynbee_000_0000||104|XXIII. Ends or Means?|Books||||||||
cho_book_1960_toynbee_000_0000||105|XXIV. The Mirage of Immortality|Books||||||||
cho_book_1960_toynbee_000_0000||106|XXV. Sic Vos Non Vobis|Books||||||||
cho_book_1960_toynbee_000_0000||107|(1) The Conductivity of Universal States|Books||||||||
cho_book_1960_toynbee_000_0000||108|(2) The Psychology of Peace|Books||||||||
cho_book_1960_toynbee_000_0000||109|(3) The Serviceability of Imperial Institutions|Books||||||||
cho_book_1960_toynbee_000_0000||110|VII Universal Churches|Books||||||||
cho_book_1960_toynbee_000_0000||111|XXVI. Alternative Conceptions of the Relation of Universal Churches to Civilizations|Books||||||||
cho_book_1960_toynbee_000_0000||112|(1) Churches as Cancers|Books||||||||
cho_book_1960_toynbee_000_0000||113|(2) Churches as Chrysalises|Books||||||||
cho_book_1960_toynbee_000_0000||114|(3) Churches as a Higher Species of Society|Books||||||||
cho_book_1960_toynbee_000_0000||115|(a) A New Classification|Books||||||||
cho_book_1960_toynbee_000_0000||116|(b) The Significance of the Churches' past|Books||||||||
cho_book_1960_toynbee_000_0000||117|(c) The Conflict between Heart and Head|Books||||||||
cho_book_1960_toynbee_000_0000||118|(d) The Promise of the Churches' Future|Books||||||||
cho_book_1960_toynbee_000_0000||119|XXVII. The Role of Civilizations in the Lives of Churches|Books||||||||
cho_book_1960_toynbee_000_0000||120|(1) Civilizations as Overtures|Books||||||||
cho_book_1960_toynbee_000_0000||121|(2) Civilizations as Regressions|Books||||||||
cho_book_1960_toynbee_000_0000||122|XXVIII. The Challenge of Militancy on Earth|Books||||||||
cho_book_1960_toynbee_000_0000||123|VIII Heroic Ages|Books||||||||
cho_book_1960_toynbee_000_0000||124|XXIX. The Course of the Tragedy|Books||||||||
cho_book_1960_toynbee_000_0000||125|(1) A Social Barrage|Books||||||||
cho_book_1960_toynbee_000_0000||126|(2) The Accumulation of Pressure|Books||||||||
cho_book_1960_toynbee_000_0000||127|(3) The Cataclysm and its Consequences|Books||||||||
cho_book_1960_toynbee_000_0000||128|(4) Fancy and Fact|Books||||||||
cho_book_1960_toynbee_000_0000||129|Note: 'The Monstrous Regiment of Women'|Books||||||||
cho_book_1960_toynbee_000_0000||130|IX Contacts between Civilizations in Space|Books||||||||
cho_book_1960_toynbee_000_0000||131|XXX. An Expansion of the Field of Study|Books||||||||
cho_book_1960_toynbee_000_0000||132|XXXI. A Survey of Encounters between Contemporary Civilizations|Books||||||||
cho_book_1960_toynbee_000_0000||133|(1) A Plan of Operations|Books||||||||
cho_book_1960_toynbee_000_0000||134|(2) Operations according to Plan|Books||||||||
cho_book_1960_toynbee_000_0000||135|(a) Encounters with the Modern Western Civilization|Books||||||||
cho_book_1960_toynbee_000_0000||136|(b) Encounters with Medieval Western Christendom|Books||||||||
cho_book_1960_toynbee_000_0000||137|(c) Encounters between Civilizations of the First Two Generations|Books||||||||
cho_book_1960_toynbee_000_0000||138|XXXII. The Drama of Encounters between Contemporaries|Books||||||||
cho_book_1960_toynbee_000_0000||139|(1) Concatenations of Encounters|Books||||||||
cho_book_1960_toynbee_000_0000||140|(2) Diversities of Response|Books||||||||
cho_book_1960_toynbee_000_0000||141|XXXIII. The Consequences of Encounters between Contemporaries|Books||||||||
cho_book_1960_toynbee_000_0000||142|(1) Aftermaths of Unsuccessful Assaults|Books||||||||
cho_book_1960_toynbee_000_0000||143|(2) Aftermaths of Successful Assaults|Books||||||||
cho_book_1960_toynbee_000_0000||144|(a) Effects on the Body Social|Books||||||||
cho_book_1960_toynbee_000_0000||145|(b) Responses of the Soul|Books||||||||
cho_book_1960_toynbee_000_0000||146|Note.'Asia' and 'Europe': Facts and Fantasies|Books||||||||
cho_book_1960_toynbee_000_0000||147|X Contacts between Civilizations in Time|Books||||||||
cho_book_1960_toynbee_000_0000||148|XXXIV. A Survey of Renaissances|Books||||||||
cho_book_1960_toynbee_000_0000||149|(1) Introduction - 'The Renaissance'|Books||||||||
cho_book_1960_toynbee_000_0000||150|(2) Renaissances of Political Ideas and Institutions|Books||||||||
cho_book_1960_toynbee_000_0000||151|(3) Renaissance of Systems of Law|Books||||||||
cho_book_1960_toynbee_000_0000||152|(4) Renaissances of Philosophies|Books||||||||
cho_book_1960_toynbee_000_0000||153|(5) Renaissances of Languages and Literatures|Books||||||||
cho_book_1960_toynbee_000_0000||154|(6) Renaissances of Visual Arts|Books||||||||
cho_book_1960_toynbee_000_0000||155|(7) Renaissances of Religious Ideals and Institutions|Books||||||||
cho_book_1960_toynbee_000_0000||156|XI Law and Freedom in History|Books||||||||
cho_book_1960_toynbee_000_0000||157|XXXV. The Problem|Books||||||||
cho_book_1960_toynbee_000_0000||158|(1) The Meaning of 'Law'|Books||||||||
cho_book_1960_toynbee_000_0000||159|(2) The Antinomianism of Modern Western Historians|Books||||||||
cho_book_1960_toynbee_000_0000||160|XXXVI. The Amenability of Human Affairs to 'Laws of Nature'|Books||||||||
cho_book_1960_toynbee_000_0000||161|(1) A Survey of the Evidence|Books||||||||
cho_book_1960_toynbee_000_0000||162|(a) The Private Affairs of Individuals|Books||||||||
cho_book_1960_toynbee_000_0000||163|(b) The Industrial Affairs of a Modern Western Society|Books||||||||
cho_book_1960_toynbee_000_0000||164|(c) The Rivalries of Parochial States: The 'Balance of Power'|Books||||||||
cho_book_1960_toynbee_000_0000||165|(d) The Disintegrations of Civilizations|Books||||||||
cho_book_1960_toynbee_000_0000||166|(e) The Growths of Civilizations|Books||||||||
cho_book_1960_toynbee_000_0000||167|(f) 'There is No Armour against Fate'|Books||||||||
cho_book_1960_toynbee_000_0000||168|(2) Possible Explanations of the Currency of 'Laws of Nature' in History|Books||||||||
cho_book_1960_toynbee_000_0000||169|(3) Are Laws of Nature Current in History Inexorable or Controllable?|Books||||||||
cho_book_1960_toynbee_000_0000||170|XXXVII. The Recalcitrance of Human Nature to Laws of Nature|Books||||||||
cho_book_1960_toynbee_000_0000||171|XXXVIII. The Law of God|Books||||||||
cho_book_1960_toynbee_000_0000||172|XII The Prospects of the Western Civilization|Books||||||||
cho_book_1960_toynbee_000_0000||173|XXXIX. The Need for this Inquiry|Books||||||||
cho_book_1960_toynbee_000_0000||174|XL. The Inconclusiveness of a Priori Answers|Books||||||||
cho_book_1960_toynbee_000_0000||175|XLI. The Testimony of the Histories of the Civilizations|Books||||||||
cho_book_1960_toynbee_000_0000||176|(1) Western Experiences with Non-Western Precedents|Books||||||||
cho_book_1960_toynbee_000_0000||177|(2) Unprecedented Western Experiences|Books||||||||
cho_book_1960_toynbee_000_0000||178|XLII. Technology, War, and Government|Books||||||||
cho_book_1960_toynbee_000_0000||179|(1) Prospects of a Third World War|Books||||||||
cho_book_1960_toynbee_000_0000||180|(2) Towards a Future World Order|Books||||||||
cho_book_1960_toynbee_000_0000||181|XLIII. Technology, Class-Conflict, and Employment|Books||||||||
cho_book_1960_toynbee_000_0000||182|(1) The Nature of the Problem|Books||||||||
cho_book_1960_toynbee_000_0000||183|(2) Mechanization and Private Enterprise|Books||||||||
cho_book_1960_toynbee_000_0000||184|(3) Alternative Approaches to Social Harmony|Books||||||||
cho_book_1960_toynbee_000_0000||185|(4) Possible Costs of Social Justice|Books||||||||
cho_book_1960_toynbee_000_0000||186|(5) Living Happy Ever after?|Books||||||||
cho_book_1960_toynbee_000_0000||187|XIII Conclusion|Books||||||||
cho_book_1960_toynbee_000_0000||188|XLIV. How this Book Came to Be Written|Books||||||||
cho_book_1960_toynbee_000_0000||189|Argument|Books||||||||
cho_book_1960_toynbee_000_0000||190|Editor's Note|Books||||||||
cho_book_1960_toynbee_000_0000||191|Table I. Universal States|Books||||||||
cho_book_1960_toynbee_000_0000||192|Table II. Philosophies|Books||||||||
cho_book_1960_toynbee_000_0000||193|Table III. Higher Religions|Books||||||||
cho_book_1960_toynbee_000_0000||194|Table IV. Barbarian War-Bands|Books||||||||
cho_book_1960_toynbee_000_0000||195|Table V|Books||||||||
cho_book_1960_toynbee_000_0000||196|Index|Books||||||||
cho_book_1960_toynbee_000_0000||197|Back Matter|Books||||||||
cho_book_1961_benham_000_0000||1|Front Matter|Books||||||||
cho_book_1961_benham_000_0000||2|Front Matter|Books||||||||
cho_book_1961_benham_000_0000||3|Front Matter|Books||||||||
cho_book_1961_benham_000_0000||4|Contents|Books||||||||
cho_book_1961_benham_000_0000||5|Chapter I The Underdeveloped Countries|Books||||||||
cho_book_1961_benham_000_0000||6|Introduction|Books||||||||
cho_book_1961_benham_000_0000||7|Developed and Underdeveloped Countries|Books||||||||
cho_book_1961_benham_000_0000||8|Differences among Underdeveloped Countries|Books||||||||
cho_book_1961_benham_000_0000||9|Population Trends|Books||||||||
cho_book_1961_benham_000_0000||10|Some Controversies about Economic Growth|Books||||||||
cho_book_1961_benham_000_0000||11|Chapter II The Flow of Economic Aid|Books||||||||
cho_book_1961_benham_000_0000||12|What is Economic Aid?|Books||||||||
cho_book_1961_benham_000_0000||13|The Amount of Aid: By Non-Communist Countries|Books||||||||
cho_book_1961_benham_000_0000||14|The Amount of Aid: By Communist Countries|Books||||||||
cho_book_1961_benham_000_0000||15|Is More Aid Needed?|Books||||||||
cho_book_1961_benham_000_0000||16|Chapter III International Trade|Books||||||||
cho_book_1961_benham_000_0000||17|Export Earnings|Books||||||||
cho_book_1961_benham_000_0000||18|International Commodity Agreements|Books||||||||
cho_book_1961_benham_000_0000||19|National Stabilization Measures|Books||||||||
cho_book_1961_benham_000_0000||20|What Can the Industrial Countries Do?|Books||||||||
cho_book_1961_benham_000_0000||21|Chapter IV Private Capital|Books||||||||
cho_book_1961_benham_000_0000||22|The Flow of Private Capital|Books||||||||
cho_book_1961_benham_000_0000||23|The Scope for Direct Investment|Books||||||||
cho_book_1961_benham_000_0000||24|More Private Capital?|Books||||||||
cho_book_1961_benham_000_0000||25|Chapter V The Future of Economic Aid|Books||||||||
cho_book_1961_benham_000_0000||26|Motives for Providing Economic Aid|Books||||||||
cho_book_1961_benham_000_0000||27|Economic Aid as a Weapon against Communism|Books||||||||
cho_book_1961_benham_000_0000||28|Economic Aid as a Means of Promoting Trade|Books||||||||
cho_book_1961_benham_000_0000||29|Arguments against Economic Aid|Books||||||||
cho_book_1961_benham_000_0000||30|Forms of Aid|Books||||||||
cho_book_1961_benham_000_0000||31|Channels of Aid|Books||||||||
cho_book_1961_benham_000_0000||32|Strings or No Strings?|Books||||||||
cho_book_1961_benham_000_0000||33|How Much Aid?|Books||||||||
cho_book_1961_benham_000_0000||34|Postscript|Books||||||||
cho_book_1961_benham_000_0000||35|Back Matter|Books||||||||
cho_book_1961_hughes_000_0000||1|Front Matter|Books||||||||
cho_book_1961_hughes_000_0000||2|Front Matter|Books||||||||
cho_book_1961_hughes_000_0000||3|Front Matter|Books||||||||
cho_book_1961_hughes_000_0000||4|Contents|Books||||||||
cho_book_1961_hughes_000_0000||5|Preface|Books||||||||
cho_book_1961_hughes_000_0000||6|Abbreviations|Books||||||||
cho_book_1961_hughes_000_0000||7|The First Tasks of the New Government|Books||||||||
cho_book_1961_hughes_000_0000||8|I China's Traditional Economy|Books||||||||
cho_book_1961_hughes_000_0000||9|II The Economic Objectives of the Chinese Communist Party|Books||||||||
cho_book_1961_hughes_000_0000||10|III The Period of Economic Rehabilitation, 1949-52|Books||||||||
cho_book_1961_hughes_000_0000||11|The Five-Year Plans|Books||||||||
cho_book_1961_hughes_000_0000||12|IV The Establishment of the Planning Machinery|Books||||||||
cho_book_1961_hughes_000_0000||13|V The First Five-Year Plan|Books||||||||
cho_book_1961_hughes_000_0000||14|VI The Great Leap Forward|Books||||||||
cho_book_1961_hughes_000_0000||15|VII Soviet Aid|Books||||||||
cho_book_1961_hughes_000_0000||16|The Transformation of the Economic Framework|Books||||||||
cho_book_1961_hughes_000_0000||17|VIII The Treatment of Private Enterprise|Books||||||||
cho_book_1961_hughes_000_0000||18|IX The New Economic Geography and the Development of Communications|Books||||||||
cho_book_1961_hughes_000_0000||19|X The Organization of Labour|Books||||||||
cho_book_1961_hughes_000_0000||20|XI Foreign Trade|Books||||||||
cho_book_1961_hughes_000_0000||21|The Development of Agriculture|Books||||||||
cho_book_1961_hughes_000_0000||22|XII Land Reform|Books||||||||
cho_book_1961_hughes_000_0000||23|XIII The Collectivization of Agriculture|Books||||||||
cho_book_1961_hughes_000_0000||24|XIV The Development of Agricultural Production|Books||||||||
cho_book_1961_hughes_000_0000||25|XV The Control of Consumption|Books||||||||
cho_book_1961_hughes_000_0000||26|The Prospects for the Future|Books||||||||
cho_book_1961_hughes_000_0000||27|XVI The Future Development of the Chinese Economy|Books||||||||
cho_book_1961_hughes_000_0000||28|XVII Conclusions|Books||||||||
cho_book_1961_hughes_000_0000||29|Statistical Appendix|Books||||||||
cho_book_1961_hughes_000_0000||30|Select Bibliography|Books||||||||
cho_book_1961_hughes_000_0000||31|Index|Books||||||||
cho_book_1961_hughes_000_0000||32|China 1957|Books||||||||
cho_book_1961_hughes_000_0000||33|Back Matter|Books||||||||
cho_book_1962_baer_000_0000||1|Front Matter|Books||||||||
cho_book_1962_baer_000_0000||2|Front Matter|Books||||||||
cho_book_1962_baer_000_0000||3|Front Matter|Books||||||||
cho_book_1962_baer_000_0000||4|Front Matter|Books||||||||
cho_book_1962_baer_000_0000||6|Contents|Books||||||||
cho_book_1962_baer_000_0000||7|Abbreviations|Books||||||||
cho_book_1962_baer_000_0000||8|Note on Transliteration|Books||||||||
cho_book_1962_baer_000_0000||9|I The Development of Private Ownership of Land|Books||||||||
cho_book_1962_baer_000_0000||10|1. Muhammad 'Al? and the Abolition of the Iltiz?m System|Books||||||||
cho_book_1962_baer_000_0000||11|2. Sa'?d's Land Law|Books||||||||
cho_book_1962_baer_000_0000||12|3. Muq?bala and Full Private Ownership|Books||||||||
cho_book_1962_baer_000_0000||13|II Land Distribution: The Nineteenth Century|Books||||||||
cho_book_1962_baer_000_0000||14|1. The Formation of Large Estates|Books||||||||
cho_book_1962_baer_000_0000||15|Uhda|Books||||||||
cho_book_1962_baer_000_0000||16|Ib'?d?ya|Books||||||||
cho_book_1962_baer_000_0000||17|Fiflik|Books||||||||
cho_book_1962_baer_000_0000||18|Ushr and Khar?j|Books||||||||
cho_book_1962_baer_000_0000||19|Agricultural Development|Books||||||||
cho_book_1962_baer_000_0000||20|2. Changes in the Distribution of Landed Property|Books||||||||
cho_book_1962_baer_000_0000||21|Large Estates|Books||||||||
cho_book_1962_baer_000_0000||22|Fellah Land: Taxes, Corv?e, and Flight from the Land|Books||||||||
cho_book_1962_baer_000_0000||23|Fellah Land: Debts and Dispossession|Books||||||||
cho_book_1962_baer_000_0000||24|Fellah Land: Fragmentation through Inheritance|Books||||||||
cho_book_1962_baer_000_0000||25|3. The Owners of Large Estates|Books||||||||
cho_book_1962_baer_000_0000||26|The Muhammad 'Ali Family|Books||||||||
cho_book_1962_baer_000_0000||27|Officials|Books||||||||
cho_book_1962_baer_000_0000||28|Village Notables|Books||||||||
cho_book_1962_baer_000_0000||29|Beduin Shaikhs|Books||||||||
cho_book_1962_baer_000_0000||30|Ulam?'|Books||||||||
cho_book_1962_baer_000_0000||31|Copts|Books||||||||
cho_book_1962_baer_000_0000||32|Foreigners and Land Companies|Books||||||||
cho_book_1962_baer_000_0000||33|Conclusion|Books||||||||
cho_book_1962_baer_000_0000||34|III Land Distribution: The Twentieth Century|Books||||||||
cho_book_1962_baer_000_0000||35|1. Introduction|Books||||||||
cho_book_1962_baer_000_0000||36|A Comment on Statistical Sources|Books||||||||
cho_book_1962_baer_000_0000||37|Land Distribution as Seen in Egyptian Statistics|Books||||||||
cho_book_1962_baer_000_0000||38|2. Small Landed Property|Books||||||||
cho_book_1962_baer_000_0000||39|Fragmentation through Inheritance, the Growth of Population, and Economic Factors|Books||||||||
cho_book_1962_baer_000_0000||40|Government Intervention|Books||||||||
cho_book_1962_baer_000_0000||41|3. The Development of Large Estates|Books||||||||
cho_book_1962_baer_000_0000||42|Increase in Cultivated Area and Land Purchases|Books||||||||
cho_book_1962_baer_000_0000||43|The Sale of ad-D?'ira as-San?ya and State Domain|Books||||||||
cho_book_1962_baer_000_0000||44|Mortgage Credit|Books||||||||
cho_book_1962_baer_000_0000||45|The Disintegration of Large Estates|Books||||||||
cho_book_1962_baer_000_0000||46|4. Big Landowners in the Twentieth Century|Books||||||||
cho_book_1962_baer_000_0000||47|Egyptians and Foreigners|Books||||||||
cho_book_1962_baer_000_0000||48|Land Companies|Books||||||||
cho_book_1962_baer_000_0000||49|The Muhammad 'Al? Family|Books||||||||
cho_book_1962_baer_000_0000||50|Other Egyptians|Books||||||||
cho_book_1962_baer_000_0000||51|Large Landowners in Society and Politics|Books||||||||
cho_book_1962_baer_000_0000||52|IV Waqf Land|Books||||||||
cho_book_1962_baer_000_0000||53|I. Introduction|Books||||||||
cho_book_1962_baer_000_0000||54|The Area Endowed as Waqf|Books||||||||
cho_book_1962_baer_000_0000||55|Agricultural and Non-Agricultural Endowments|Books||||||||
cho_book_1962_baer_000_0000||56|2. The Beneficiaries from the Income of Waqfs|Books||||||||
cho_book_1962_baer_000_0000||57|Classification of Waqfs according to their Purpose|Books||||||||
cho_book_1962_baer_000_0000||58|Khair? Waqfs|Books||||||||
cho_book_1962_baer_000_0000||59|Ahl? Waqfs|Books||||||||
cho_book_1962_baer_000_0000||60|3. The Administration of Waqf Land|Books||||||||
cho_book_1962_baer_000_0000||61|The Ministry of Waqfs|Books||||||||
cho_book_1962_baer_000_0000||62|The Royal Waqf Office|Books||||||||
cho_book_1962_baer_000_0000||63|The Administration of Coptic Waqfs|Books||||||||
cho_book_1962_baer_000_0000||64|Administration by Institutions and Private N?zirs|Books||||||||
cho_book_1962_baer_000_0000||65|V State Domain and Public Domain|Books||||||||
cho_book_1962_baer_000_0000||66|1. State Domain|Books||||||||
cho_book_1962_baer_000_0000||67|Types of State Domain|Books||||||||
cho_book_1962_baer_000_0000||68|Changes in the Area of State Domain|Books||||||||
cho_book_1962_baer_000_0000||69|Grants and Sales|Books||||||||
cho_book_1962_baer_000_0000||70|2. Public Domain|Books||||||||
cho_book_1962_baer_000_0000||71|VI Views on Land Reform before the Military Revolution|Books||||||||
cho_book_1962_baer_000_0000||72|1. The Social and Political Background|Books||||||||
cho_book_1962_baer_000_0000||73|2. Views of the Parties Represented in Parliament|Books||||||||
cho_book_1962_baer_000_0000||74|3. The Advocates of Land Reform|Books||||||||
cho_book_1962_baer_000_0000||75|4. Views on the Reform of Waqf|Books||||||||
cho_book_1962_baer_000_0000||76|VII Epilogue|Books||||||||
cho_book_1962_baer_000_0000||77|Appendix|Books||||||||
cho_book_1962_baer_000_0000||78|1. Distribution of Private Landed Property (including waqf) 1894-1950 Percentages by size of holding in feddans|Books||||||||
cho_book_1962_baer_000_0000||79|II. Cultivated Area, Privately Owned Area, and Area of Large Estates, by Provinces, 1901-49 ('000 feddans)|Books||||||||
cho_book_1962_baer_000_0000||80|III. Large Landowners of the Muhammad 'Al? Family (Private lands excluding waqfs)|Books||||||||
cho_book_1962_baer_000_0000||81|IV. Land Owned by Foreigners, 1896-1950|Books||||||||
cho_book_1962_baer_000_0000||82|V. State Domain, 1922-50 (feddans)|Books||||||||
cho_book_1962_baer_000_0000||83|VI. Public Domain, 1922-50 (feddans)|Books||||||||
cho_book_1962_baer_000_0000||84|VII. Genealogical Table of the Muhammad 'Al? Family|Books||||||||
cho_book_1962_baer_000_0000||85|VIII. Graph of the Development of Privately Owned Landed Property, 1894-1949|Books||||||||
cho_book_1962_baer_000_0000||86|Glossary|Books||||||||
cho_book_1962_baer_000_0000||87|Bibliography|Books||||||||
cho_book_1962_baer_000_0000||88|Index|Books||||||||
cho_book_1962_baer_000_0000||89|Back Matter|Books||||||||
cho_book_1962_baer_000_0000||90|Back Matter|Books||||||||
cho_book_1963_higgins_000_0000||1|Front Matter|Books||||||||
cho_book_1963_higgins_000_0000||2|Front Matter|Books||||||||
cho_book_1963_higgins_000_0000||3|Front Matter|Books||||||||
cho_book_1963_higgins_000_0000||4|Front Matter|Books||||||||
cho_book_1963_higgins_000_0000||6|Acknowledgements|Books||||||||
cho_book_1963_higgins_000_0000||7|Contents|Books||||||||
cho_book_1963_higgins_000_0000||8|Abbreviations|Books||||||||
cho_book_1963_higgins_000_0000||9|Introduction|Books||||||||
cho_book_1963_higgins_000_0000||10|Part I The Concept of Statehood in United Nations Practice|Books||||||||
cho_book_1963_higgins_000_0000||11|1. Introduction|Books||||||||
cho_book_1963_higgins_000_0000||12|The Context in Which Statehood Situations Arise and the Basic Policy to Be Applied|Books||||||||
cho_book_1963_higgins_000_0000||13|2. Claims to Admission to the United Nations|Books||||||||
cho_book_1963_higgins_000_0000||14|A. Claim to Original Membership|Books||||||||
cho_book_1963_higgins_000_0000||15|B. Claims to Subsequent Membership|Books||||||||
cho_book_1963_higgins_000_0000||16|A. Permanent population|Books||||||||
cho_book_1963_higgins_000_0000||17|B. Defined Territory|Books||||||||
cho_book_1963_higgins_000_0000||18|C. Stable and effective government|Books||||||||
cho_book_1963_higgins_000_0000||19|D. Independence|Books||||||||
cho_book_1963_higgins_000_0000||20|3. Claims to Membership in the Specialized Agencies|Books||||||||
cho_book_1963_higgins_000_0000||21|4. Claims to Be Party to the Statute of the International Court of Justice|Books||||||||
cho_book_1963_higgins_000_0000||22|5. Other Claims|Books||||||||
cho_book_1963_higgins_000_0000||23|6. Conclusions|Books||||||||
cho_book_1963_higgins_000_0000||24|Part II The Concept of Domestic Jurisdiction in United Nations Practice|Books||||||||
cho_book_1963_higgins_000_0000||25|Introduction|Books||||||||
